Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
    1  140 0xffffff7f80c0e000 0x7aa4     0x7aa4     com.apple.kpi.bsd (19.3.0) 519A6B7F-03FF-4689-ACCA-FD8AB64F3302
    2   11 0xffffff7f80c16000 0x1530     0x1530     com.apple.kpi.dsep (19.3.0) 04DB185C-E648-43A7-937C-CB11D5FE67EC
    3  170 0xffffff7f80c18000 0x20be8    0x20be8    com.apple.kpi.iokit (19.3.0) 2A4B3E95-C61A-4CD8-BDB1-C60E7E33CEC6
    4    0 0xffffff7f829b5000 0x1004     0x1004     com.apple.kpi.kasan (19.3.0) 094D8908-6C45-4BC9-A839-B5A247614D23
    5  177 0xffffff7f80c02000 0xb788     0xb788     com.apple.kpi.libkern (19.3.0) 9A2431FC-994C-4CBE-8D5B-47E6919E1ABD
    6  157 0xffffff7f80c00000 0x1b10     0x1b10     com.apple.kpi.mach (19.3.0) 45B2D77B-FF10-496E-8F6E-DEA86534EE18
    7   90 0xffffff7f80c3d000 0xbba0     0xbba0     com.apple.kpi.private (19.3.0) 78EC1300-913B-4DA9-B23F-10EBCD915C18
    8  102 0xffffff7f80c39000 0x39d4     0x39d4     com.apple.kpi.unsupported (19.3.0) 192109CE-1634-414E-ABBF-72C0B336C57C
    9    2 0xffffff7f80f77000 0x10000    0x10000    com.apple.kec.Libm (1) 363C174F-C4AC-30BC-93F3-837916EE44C4 <5>
   10   12 0xffffff7f8133c000 0xda000    0xda000    com.apple.kec.corecrypto (1.0) 4A7262FB-5D8B-35A9-B10C-8889A7108153 <8 7 6 5 3 1>
   11    0 0xffffff7f82b32000 0xa000     0xa000     com.apple.kec.pthread (1) A897FB4B-D1A2-39CF-9485-375DED353852 <8 7 6 5 3 1>
   12   34 0xffffff7f80d07000 0x9000     0x9000     com.apple.iokit.IOACPIFamily (1.4) 3D78401B-5D2D-33BC-9E41-DD2164EA874D <8 7 5 3>
   13   42 0xffffff7f80d10000 0x37000    0x37000    com.apple.iokit.IOPCIFamily (2.9) ADD485B5-3EF8-37C4-B3C5-F86326E497A4 <8 7 6 5 3>
   14    1 0xffffff7f80d9c000 0x9000     0x9000     com.apple.driver.watchdog (1) 053A5D15-51D4-3E61-978B-EB435FA4BD0A <8 7 6 5 3 1>
   15   13 0xffffff7f80da5000 0x1f000    0x1f000    com.apple.driver.AppleSMC (3.1.9) 8D698096-1F90-3679-8151-22A7665ED287 <14 13 12 8 7 6 5 3 1>
   16    2 0xffffff7f81521000 0x9b000    0x9b000    com.apple.driver.AppleACPIPlatform (6.1) C111AA1C-DE22-39CC-BB44-4870383DDAA0 <15 13 12 8 7 6 5 3 1>
