BootArgs: Version=2, Revision=0, at 0xffffff800a062000
CommandLine: 
Video: baseAddr=0x90020000, display=1, rowBytes=16384, width=2560, height=1440, depth=32
DevTree: addr=0xa067000, length=0x1a6c
Kernel image: kaddr=0x7500000, ksize=0x2c26000
EFI Runtime: Mode=64, PageStart=0xa069 (0xa069000), PageCount=0xba, SystemTable=0xa0bee10
MemoryMap: Size=0x2550, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_data    000000008b5e2000 - 000000008b5e4fff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b5e5000 - 000000008b5e7fff 0000000000000003 0000000000000000 000000000000000f
BS_data    000000008b5e8000 - 000000008b5ebfff 0000000000000004 0000000000000000 000000000000000f
BS_code    000000008b5ec000 - 000000008b5f5fff 000000000000000a 0000000000000000 000000000000000f
BS_data    000000008b5f6000 - 000000008b5f6fff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000008b5f7000 - 000000008b5f7fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b5f8000 - 000000008b5f8fff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000008b5f9000 - 000000008b5f9fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b5fa000 - 000000008b5fbfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b5fc000 - 000000008b60bfff 0000000000000010 0000000000000000 000000000000000f
BS_data    000000008b60c000 - 000000008b621fff 0000000000000016 0000000000000000 000000000000000f
BS_code    000000008b622000 - 000000008b64efff 000000000000002d 0000000000000000 000000000000000f
BS_data    000000008b64f000 - 000000008b650fff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b651000 - 000000008b652fff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000008b653000 - 000000008b655fff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b656000 - 000000008b66bfff 0000000000000016 0000000000000000 000000000000000f
BS_data    000000008b66c000 - 000000008b66ffff 0000000000000004 0000000000000000 000000000000000f
BS_code    000000008b670000 - 000000008b673fff 0000000000000004 0000000000000000 000000000000000f
BS_data    000000008b674000 - 000000008b67afff 0000000000000007 0000000000000000 000000000000000f
BS_code    000000008b67b000 - 000000008b67dfff 0000000000000003 0000000000000000 000000000000000f
BS_data    000000008b67e000 - 000000008b680fff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b681000 - 000000008b6affff 000000000000002f 0000000000000000 000000000000000f
BS_data    000000008b6b0000 - 000000008b6b4fff 0000000000000005 0000000000000000 000000000000000f
BS_code    000000008b6b5000 - 000000008b6cafff 0000000000000016 0000000000000000 000000000000000f
BS_data    000000008b6cb000 - 000000008b6ccfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b6cd000 - 000000008b6cefff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000008b6cf000 - 000000008b6d0fff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b6d1000 - 000000008b6d1fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b6d2000 - 000000008b6d7fff 0000000000000006 0000000000000000 000000000000000f
BS_code    000000008b6d8000 - 000000008b6ddfff 0000000000000006 0000000000000000 000000000000000f
BS_data    000000008b6de000 - 000000008b6dffff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b6e0000 - 000000008b6e5fff 0000000000000006 0000000000000000 000000000000000f
BS_data    000000008b6e6000 - 000000008b6e8fff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b6e9000 - 000000008b6e9fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b6ea000 - 000000008b6eafff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000008b6eb000 - 000000008b6ebfff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b6ec000 - 000000008b6f1fff 0000000000000006 0000000000000000 000000000000000f
BS_code    000000008b6f2000 - 000000008b6f3fff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000008b6f4000 - 000000008b6f6fff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b6f7000 - 000000008b6f7fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b6f8000 - 000000008b6f9fff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b6fa000 - 000000008b6fcfff 0000000000000003 0000000000000000 000000000000000f
BS_data    000000008b6fd000 - 000000008b6fffff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b700000 - 000000008b701fff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000008b702000 - 000000008b708fff 0000000000000007 0000000000000000 000000000000000f
BS_code    000000008b709000 - 000000008b70afff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000008b70b000 - 000000008b70dfff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000008b70e000 - 000000008b711fff 0000000000000004 0000000000000000 000000000000000f
BS_data    000000008b712000 - 000000008b716fff 0000000000000005 0000000000000000 000000000000000f
BS_data    000000008b834000 - 000000008b834fff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000008b835000 - 000000008b835fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b836000 - 000000008b837fff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000008b838000 - 000000008b838fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000008b839000 - 000000008b83dfff 0000000000000005 0000000000000000 000000000000000f
BS_code    000000008b83e000 - 000000008b840fff 0000000000000003 0000000000000000 000000000000000f
