BootArgs: Version=2, Revision=0, at 0xffffff8014bc0000
CommandLine: 
Video: baseAddr=0x80020000, display=1, rowBytes=16384, width=2880, height=1800, depth=32
DevTree: addr=0x14bc9000, length=0x1e3c
Kernel image: kaddr=0x11900000, ksize=0x3393000
EFI Runtime: Mode=64, PageStart=0x14bcb (0x14bcb000), PageCount=0xc5, SystemTable=0x14c20e10
MemoryMap: Size=0x2670, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_code    0000000079603000 - 0000000079603fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079604000 - 0000000079605fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079606000 - 0000000079606fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079607000 - 0000000079608fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079609000 - 0000000079609fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007960a000 - 000000007960bfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007960c000 - 000000007960dfff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007960e000 - 000000007960efff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000007960f000 - 000000007960ffff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079610000 - 0000000079612fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000079613000 - 0000000079620fff 000000000000000e 0000000000000000 000000000000000f
BS_data    0000000079621000 - 0000000079623fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000079624000 - 000000007962bfff 0000000000000008 0000000000000000 000000000000000f
BS_data    000000007962c000 - 000000007962ffff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079630000 - 0000000079635fff 0000000000000006 0000000000000000 000000000000000f
BS_data    0000000079636000 - 0000000079640fff 000000000000000b 0000000000000000 000000000000000f
BS_code    0000000079641000 - 000000007965ffff 000000000000001f 0000000000000000 000000000000000f
BS_data    0000000079660000 - 0000000079668fff 0000000000000009 0000000000000000 000000000000000f
BS_code    0000000079669000 - 0000000079678fff 0000000000000010 0000000000000000 000000000000000f
BS_data    0000000079679000 - 0000000079679fff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000007967a000 - 000000007967bfff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007967c000 - 000000007967dfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007967e000 - 000000007968efff 0000000000000011 0000000000000000 000000000000000f
BS_data    000000007968f000 - 0000000079690fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079691000 - 0000000079694fff 0000000000000004 0000000000000000 000000000000000f
BS_data    0000000079695000 - 0000000079698fff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079699000 - 000000007969cfff 0000000000000004 0000000000000000 000000000000000f
BS_data    000000007969d000 - 00000000796a5fff 0000000000000009 0000000000000000 000000000000000f
BS_code    00000000796a6000 - 00000000796adfff 0000000000000008 0000000000000000 000000000000000f
BS_data    00000000796ae000 - 00000000796b0fff 0000000000000003 0000000000000000 000000000000000f
BS_code    00000000796b1000 - 00000000796bffff 000000000000000f 0000000000000000 000000000000000f
BS_data    00000000796c0000 - 00000000796c6fff 0000000000000007 0000000000000000 000000000000000f
BS_code    00000000796c7000 - 00000000796c8fff 0000000000000002 0000000000000000 000000000000000f
BS_data    00000000796c9000 - 00000000796c9fff 0000000000000001 0000000000000000 000000000000000f
BS_code    00000000796ca000 - 00000000796d3fff 000000000000000a 0000000000000000 000000000000000f
BS_data    00000000796d4000 - 00000000796d5fff 0000000000000002 0000000000000000 000000000000000f
BS_code    00000000796d6000 - 00000000796f3fff 000000000000001e 0000000000000000 000000000000000f
BS_data    00000000796f4000 - 00000000796f8fff 0000000000000005 0000000000000000 000000000000000f
BS_code    00000000796f9000 - 00000000796fefff 0000000000000006 0000000000000000 000000000000000f
BS_data    00000000796ff000 - 0000000079700fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079701000 - 0000000079706fff 0000000000000006 0000000000000000 000000000000000f
BS_data    0000000079707000 - 0000000079707fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079708000 - 0000000079708fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079709000 - 000000007970afff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007970b000 - 000000007970bfff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007970c000 - 0000000079711fff 0000000000000006 0000000000000000 000000000000000f
BS_code    0000000079712000 - 0000000079712fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079713000 - 0000000079713fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079714000 - 0000000079715fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000079716000 - 0000000079719fff 0000000000000004 0000000000000000 000000000000000f
BS_code    000000007971a000 - 000000007971afff 0000000000000001 0000000000000000 000000000000000f
