Purpose                 Start               End                 HW Informant
"(PCI) IGPU/2"          0x0000000000003000  0x000000000000303F  false 
"(PCI) SBUS/1"          0x000000000000EFA0  0x000000000000EFBF  false 
"(PCI) NHI0/0"          0x0000000000200000  0x000000000023FFFF  false 
"(PCI) SPI1/0"          0x0000000000257000  0x0000000000257FFF  false 
"(PCI) pci8086,9ca4/0"  0x0000000000258000  0x0000000000258FFF  false 
"(PCI) SSD0/0"          0x000000000025A000  0x000000000025BFFF  false 
"(PCI) HDAU/0"          0x000000000025C000  0x000000000025FFFF  false 
"(PCI) ARPT/0"          0x0000000000260000  0x0000000000267FFF  false 
"(PCI) pci8086,9cba/0"  0x000000000030C100  0x000000000030C11F  false 
"(PCI) SDMA/0"          0x000000000030E000  0x000000000030EFFF  false 
"(PCI) NHI0/1"          0x0000000000322000  0x0000000000322FFF  false 
"(PCI) SBUS/0"          0x0000000000327000  0x00000000003270FF  false 
"(PCI) HDEF/0"          0x0000000000328000  0x000000000032BFFF  false 
"(PCI) XHC1/0"          0x0000000000330000  0x000000000033FFFF  false 
"(PCI) CMRA/0"          0x0000000000380000  0x000000000038FFFF  false 
"(PCI) IGPU/1"          0x0000000100000000  0x000000010FFFFFFF  false 
"(PCI) CMRA/2"          0x0000000110100000  0x00000001101FFFFF  false 
"(PCI) ARPT/1"          0x0000000110400000  0x00000001107FFFFF  false 
"(PCI) IGPU/0"          0x0000000111000000  0x0000000111FFFFFF  false 
"(PCI) CMRA/1"          0x0000000120000000  0x000000012FFFFFFF  false 
