Purpose                         Start               End                 HW Informant
"(EFI) EfiBootServicesData"     0x0000000079333000  0x0000000079334FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079335000  0x0000000079343FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079344000  0x0000000079344FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079345000  0x0000000079345FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079346000  0x0000000079348FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079349000  0x0000000079349FFF  false 
"(EFI) EfiBootServicesData"     0x000000007934A000  0x000000007934AFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007934B000  0x0000000079350FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079351000  0x0000000079351FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079352000  0x0000000079357FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079358000  0x000000007935CFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007935D000  0x000000007935DFFF  false 
"(EFI) EfiBootServicesData"     0x000000007935E000  0x000000007935FFFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079360000  0x0000000079362FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079363000  0x0000000079365FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079366000  0x0000000079366FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079367000  0x0000000079369FFF  false 
"(EFI) EfiBootServicesCode"     0x000000007936A000  0x000000007936DFFF  false 
"(EFI) EfiBootServicesData"     0x000000007936E000  0x000000007936FFFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079370000  0x0000000079373FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079374000  0x000000007937CFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007937D000  0x000000007937DFFF  false 
"(EFI) EfiBootServicesData"     0x000000007937E000  0x000000007937EFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007937F000  0x000000007937FFFF  false 
"(EFI) EfiBootServicesData"     0x0000000079380000  0x0000000079380FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079381000  0x0000000079383FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079384000  0x0000000079384FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079385000  0x0000000079385FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079386000  0x0000000079387FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079388000  0x0000000079388FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079389000  0x000000007938AFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007938B000  0x0000000079390FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079391000  0x0000000079398FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079399000  0x000000007939AFFF  false 
"(EFI) EfiBootServicesData"     0x000000007939B000  0x000000007939CFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007939D000  0x00000000793A3FFF  false 
"(EFI) EfiBootServicesData"     0x00000000793A4000  0x00000000793A9FFF  false 
"(EFI) EfiBootServicesCode"     0x00000000793AA000  0x00000000793AAFFF  false 
"(EFI) EfiBootServicesData"     0x00000000793AB000  0x00000000793C2FFF  false 
"(EFI) EfiBootServicesCode"     0x00000000793C3000  0x00000000793D5FFF  false 
"(EFI) EfiBootServicesData"     0x00000000793D6000  0x0000000079419FFF  false 
"(EFI) EfiBootServicesCode"     0x000000007941A000  0x000000007942BFFF  false 
"(EFI) EfiBootServicesData"     0x000000007942C000  0x0000000079430FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079431000  0x0000000079434FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079435000  0x0000000079437FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079438000  0x000000007943AFFF  false 
"(EFI) EfiBootServicesData"     0x000000007943B000  0x0000000079443FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079444000  0x0000000079444FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079445000  0x0000000079445FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079446000  0x0000000079447FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079448000  0x0000000079448FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079449000  0x0000000079449FFF  false 
"(EFI) EfiBootServicesData"     0x000000007944A000  0x000000007945CFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007945D000  0x000000007946DFFF  false 
"(EFI) EfiBootServicesData"     0x000000007946E000  0x0000000079474FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079475000  0x0000000079475FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079476000  0x0000000079477FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079478000  0x000000007947BFFF  false 
"(EFI) EfiBootServicesData"     0x000000007947C000  0x000000007947CFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007947D000  0x000000007947DFFF  false 
"(EFI) EfiBootServicesData"     0x000000007947E000  0x0000000079489FFF  false 
"(EFI) EfiBootServicesCode"     0x000000007948A000  0x000000007948BFFF  false 
"(EFI) EfiBootServicesData"     0x000000007948C000  0x000000007948FFFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079490000  0x0000000079498FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079499000  0x000000007949AFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007949B000  0x000000007949EFFF  false 
"(EFI) EfiBootServicesData"     0x000000007949F000  0x00000000794A4FFF  false 
"(EFI) EfiBootServicesCode"     0x00000000794A5000  0x00000000794A9FFF  false 
"(EFI) EfiBootServicesData"     0x00000000794AA000  0x00000000794ADFFF  false 
"(EFI) EfiBootServicesCode"     0x00000000794AE000  0x00000000794AFFFF  false 
"(EFI) EfiBootServicesData"     0x00000000794B0000  0x00000000794B0FFF  false 
"(EFI) EfiBootServicesCode"     0x00000000794B1000  0x00000000794B2FFF  false 
"(EFI) EfiBootServicesData"     0x00000000794B3000  0x000000007950AFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007950B000  0x000000007950BFFF  false 
"(EFI) EfiBootServicesData"     0x000000007950C000  0x000000007950DFFF  false 
"(EFI) EfiBootServicesCode"     0x000000007950E000  0x0000000079510FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079511000  0x0000000079513FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079514000  0x0000000079515FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079516000  0x0000000079516FFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079517000  0x0000000079517FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079518000  0x000000007954FFFF  false 
"(EFI) EfiBootServicesCode"     0x0000000079550000  0x0000000079550FFF  false 
"(EFI) EfiBootServicesData"     0x0000000079551000  0x000000008ACE8FFF  false 
"(EFI) EfiConventionalMemory"   0x000000008ACE9000  0x000000008AD00FFF  false 
"(EFI) EfiACPIMemoryNVS"        0x000000008AD01000  0x000000008AD48FFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AD49000  0x000000008AD60FFF  false 
"(EFI) EfiACPIReclaimMemory"    0x000000008AD61000  0x000000008AD8EFFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AD8F000  0x000000008AE39FFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AE3A000  0x000000008AE8EFFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AE8F000  0x000000008AECBFFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AECC000  0x000000008AEFEFFF  false 
"(EFI) EfiConventionalMemory"   0x000000008AEFF000  0x000000008AFA9FFF  false 
"(EFI) EfiReservedMemoryType"   0x000000008AFAA000  0x000000008AFDEFFF  false 
"(EFI) EfiBootServicesData"     0x000000008AFDF000  0x000000008AFFFFFF  false 
"(EFI) EfiReservedMemoryType"   0x000000008B000000  0x000000008FFFFFFF  false 
"(EFI) EfiMemoryMappedIO"       0x00000000E00F8000  0x00000000E00F8FFF  false 
"(EFI) EfiMemoryMappedIO"       0x00000000FED1C000  0x00000000FED1FFFF  false 
"(EFI) EfiMemoryMappedIO"       0x00000000FFD70000  0x00000000FFD9FFFF  false 
"(EFI) EfiConventionalMemory"   0x0000000100000000  0x000000026EFFFFFF  false 
