Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
    1  135 0xffffff7f80c00000 0x9e50     0x9e50     com.apple.kpi.bsd (18.7.0) 4E953E56-65C8-4D2E-94E1-0727512D23A2
    2   10 0xffffff7f810c0000 0x3900     0x3900     com.apple.kpi.dsep (18.7.0) 9A7E5471-F649-4A5A-B0CE-1BD3AA836DE3
    3  165 0xffffff7f80c2a000 0x21be0    0x21be0    com.apple.kpi.iokit (18.7.0) D04A4466-0CF1-42E3-ADBC-158BFC96221D
    4    0 0xffffff7f834b9000 0x34b0     0x34b0     com.apple.kpi.kasan (18.7.0) 1CCDAA12-2771-47AB-B124-8B00ED730794
    5  172 0xffffff7f80c0a000 0xd540     0xd540     com.apple.kpi.libkern (18.7.0) C17CBC31-D42F-4462-A3EB-8EC775D6B652
    6  154 0xffffff7f80c18000 0x3f60     0x3f60     com.apple.kpi.mach (18.7.0) A3C5492D-E363-45FD-98E7-79BA94757F69
    7   87 0xffffff7f80c1c000 0xd6d0     0xd6d0     com.apple.kpi.private (18.7.0) 4575D726-4A88-4C68-9725-8B5180EA19D6
    8  101 0xffffff7f80c8f000 0x5ed0     0x5ed0     com.apple.kpi.unsupported (18.7.0) 58F88617-8334-4A54-B5DB-9BB745504CB5
    9   11 0xffffff7f810c4000 0xba000    0xba000    com.apple.kec.corecrypto (1.0) 16D0DE4A-4774-32C4-B05D-D35601D9FC39 <8 7 6 5 3 1>
   10    2 0xffffff7f81c5e000 0x10000    0x10000    com.apple.kec.Libm (1) EF5A0705-9EFD-3232-A6B3-B61DCA161EA7 <5>
   11    0 0xffffff7f82188000 0xa000     0xa000     com.apple.kec.pthread (1) B29EB8C4-AB00-31D9-98C9-ECC62761A605 <8 7 6 5 3 1>
   12   37 0xffffff7f81285000 0x9000     0x9000     com.apple.iokit.IOACPIFamily (1.4) 3E8E9870-2E41-33F6-ACBF-35DDC08F22B5 <8 7 5 3>
   13   48 0xffffff7f80c95000 0x36000    0x36000    com.apple.iokit.IOPCIFamily (2.9) 202F4F5C-5E3C-35A9-A7AD-F85B0E3CD199 <8 7 6 5 3>
   14   11 0xffffff7f8128e000 0x1e000    0x1e000    com.apple.driver.AppleSMC (3.1.9) 0A338AA2-4958-384B-9941-59A96A38C42C <13 12 8 7 6 5 3 1>
   15    2 0xffffff7f82247000 0x9c000    0x9c000    com.apple.driver.AppleACPIPlatform (6.1) F5A615E4-D5B8-3E06-A29F-F79EA07A15EF <14 13 12 8 7 6 5 3 1>
   16   13 0xffffff7f80fb2000 0x30000    0x30000    com.apple.iokit.IONetworkingFamily (3.4) E04C914F-B8A8-3EBF-8D4A-E492DAD7A657 <8 7 6 5 3 1>
   17    3 0xffffff7f80fe9000 0x2d000    0x2d000    com.apple.iokit.IOTimeSyncFamily (740.2) FFFEE1AA-EBA2-3F01-8B09-6D2EC9030B20 <16 6 5 3 1>
   18    9 0xffffff7f81b2b000 0x7000     0x7000     com.apple.iokit.IOReportFamily (47) 0BC9F93B-456A-3D97-BE4C-69DCBB5E8A3C <6 5 3>
   19    5 0xffffff7f81c6e000 0x7000     0x7000     com.apple.driver.IOSlaveProcessor (1) 244F753E-D683-3D49-9161-39C69C912545 <5 3>
   20    3 0xffffff7f83223000 0x18000    0x18000    com.apple.driver.AppleSEPManager (1.0.1) B2B33433-3492-3C98-90A1-15746564513D <19 13 9 8 7 6 5 3 1>
   21    1 0xffffff7f812ae000 0x8000     0x8000     com.apple.driver.AppleBusPowerController (1.0) 3AF293C0-2A5D-3EB2-8518-9F096E1B9198 <14 12 7 6 5 3>
   22   11 0xffffff7f812b6000 0x8000     0x8000     com.apple.driver.usb.AppleUSBCommon (1.0) FA45971B-83C4-3569-901E-749A36177C94 <6 5 3 1>
   23   21 0xffffff7f812be000 0x7a000    0x7a000    com.apple.iokit.IOUSBHostFamily (1.2) BD06015A-414D-34DF-BE36-7B9034D7360D <22 21 8 7 6 5 3 1>
   24    3 0xffffff7f820a7000 0x1d000    0x1d000    com.apple.driver.KernelRelayHost (1) 2022DC75-7FEF-381F-BF4C-94667D323FA8 <23 6 5 3>
   25    1 0xffffff7f83259000 0x45000    0x45000    com.apple.driver.AppleCredentialManager (1.0) F9848951-CCFA-34DC-8734-665B2BDA4888 <24 20 19 9 8 7 6 5 3 1>
   26    2 0xffffff7f8117e000 0xa000     0xa000     com.apple.kext.CoreTrust (1) 8FB05D33-57F2-3A26-93FE-5311D097097A <9 5>
   27   10 0xffffff7f80f7e000 0x28000    0x28000    com.apple.iokit.IOStorageFamily (2.1) 71BB22B0-3075-35A1-B04E-FBAC574DA80D <8 7 6 5 3 1>
   28    3 0xffffff7f80c4c000 0x2b000    0x2b000    com.apple.iokit.IOSCSIArchitectureModelFamily (408.250.3) AC4EC757-066C-3DCC-A5E4-729C40FE1122 <7 6 5 3 1>
   29    1 0xffffff7f821af000 0x19000    0x19000    com.apple.iokit.IOSCSIBlockCommandsDevice (408.250.3) FDFC6048-696F-333A-9A88-5C032B9EB3A5 <28 27 7 6 5 3 1>
   30    1 0xffffff7f821cc000 0x2d000    0x2d000    com.apple.iokit.IOUSBMassStorageDriver (145.200.2) 10D00E14-59D6-3271-9B87-DF8C4393C7DD <28 27 23 7 6 5 3 1>
   31    8 0xffffff7f81188000 0x1d000    0x1d000    com.apple.driver.AppleMobileFileIntegrity (1.0.5) 888F591F-8A21-30F9-812F-D366292AA679 <26 9 8 7 6 5 3 2 1>
   32    2 0xffffff7f82200000 0x15000    0x15000    com.apple.driver.AppleUSBTDM (456.260.3) 06BF62CF-BFAF-36E5-B077-51BE6EFD129D <31 30 29 28 27 23 8 7 6 5 3 1>
   33    0 0xffffff7f832a0000 0x6c000    0x6c000    com.apple.driver.AppleKeyStore (2) 1B48E7F6-E90F-3A56-BA0A-AC2CB6801472 <32 31 26 25 24 20 19 9 8 7 6 5 3 1>
   34    3 0xffffff7f81754000 0xc000     0xc000     com.apple.driver.AppleEffaceableStorage (1.0) 10658FF3-EB34-3240-9E63-3FB47B9700FF <8 6 5 3 1>
   35    0 0xffffff7f83377000 0xc000     0xc000     com.apple.driver.AppleFDEKeyStore (28.30) 8643062A-676E-3DD4-9A8F-EEE29FE4AC7D <34 9 8 7 6 5 3 1>
   36    0 0xffffff7f83840000 0x19000    0x19000    com.apple.driver.DiskImages (493.0.0) ECEBC905-AB56-31FD-8C54-21C8E999A165 <27 8 7 6 5 3 1>
   37    2 0xffffff7f811a5000 0x5000     0x5000     com.apple.kext.AppleMatch (1.0.0d1) 68C4CE89-1070-3D54-B5D7-C9EABEE393F8 <5 1>
   38    2 0xffffff7f811aa000 0x31000    0x31000    com.apple.security.sandbox (300.0) 02A9659F-52A4-3BD8-85EF-5325FF6EF0EE <37 31 27 8 7 6 5 3 2 1>
   39    1 0xffffff7f811db000 0x8000     0x8000     com.apple.security.quarantine (3) 3163A9E7-AEF4-3C89-AB9D-6E25A9BB25F8 <38 37 8 7 6 5 2 1>
   40    0 0xffffff7f8383d000 0x2000     0x2000     com.apple.security.TMSafetyNet (8) 4EE213F8-6233-3394-A7BD-82C7836351B9 <8 7 6 5 2 1>
   41    0 0xffffff7f83932000 0x9000     0x9000     com.apple.nke.applicationfirewall (201) 03E35AA2-EEF9-35A5-946E-C5AFD5DCEF3B <8 7 6 5 3 1>
   42    0 0xffffff7f83cdf000 0x3000     0x3000     com.apple.driver.AppleAPIC (1.7) 11588E04-78B2-398C-9651-CFE08B2003C5 <13 5 3>
   43   11 0xffffff7f811f0000 0x7f000    0x7f000    com.apple.iokit.IOHIDFamily (2.0.0) 4D861DA4-FE3A-3D9D-8123-038E9FBFE182 <8 7 6 5 3 2 1>
   44    3 0xffffff7f82192000 0x4000     0x4000     com.apple.iokit.IOSMBusFamily (1.1) 57451E9D-A49B-3CCC-A716-42813985D023 <6 5 3>
   45    0 0xffffff7f822ec000 0x7000     0x7000     com.apple.driver.AppleACPIEC (6.1) 3554D497-E463-33D7-A342-AF0DE780B3E2 <44 43 18 15 12 8 7 6 5 3 1>
   46    0 0xffffff7f8319d000 0x4000     0x4000     com.apple.driver.AppleSMBIOS (2.1) 48329F64-23D4-398A-A169-1E8F7940B4AE <8 5 3>
   47    0 0xffffff7f821a8000 0x7000     0x7000     com.apple.driver.AppleSMCRTC (1.0) 779AAD33-0F53-3E58-A20A-C5FE8B07930B <14 12 8 6 5 3 1>
   48    0 0xffffff7f822f6000 0x4000     0x4000     com.apple.driver.AppleACPIButtons (6.1) 68E83114-84B1-343A-8BA9-C747F745BF2F <43 18 15 12 8 7 6 5 3 1>
   49    1 0xffffff7f81359000 0x5000     0x5000     com.apple.driver.AppleEFIRuntime (2.1) A300E812-BACC-30FC-B394-0D932CE4DAEE <8 7 6 5 3>
   50    1 0xffffff7f8135e000 0xb000     0xb000     com.apple.driver.AppleEFINVRAM (2.1) B83F29B8-24AC-303B-BBBA-CF332168FDE6 <49 8 7 6 5 3 1>
   51    0 0xffffff7f82196000 0xb000     0xb000     com.apple.driver.AppleSmartBatteryManager (161.0.0) 90C6E46C-96A3-3989-ADBE-75EF2666DDDE <44 12 6 5 3 1>
   52    0 0xffffff7f83c5b000 0x3000     0x3000     com.apple.private.KextAudit (1.0) 6E0EFF07-77B5-3FB1-83BD-5EFFD9E2F851 <14 8 7 6 5 3>
   53    1 0xffffff7f81369000 0x9a000    0x9a000    com.apple.iokit.IOUSBFamily (900.4.2) C08AA22E-A406-39A6-BF36-A93C30CDD6D1 <23 22 13 8 6 5 3 1>
