BootArgs: Version=2, Revision=0, at 0xffffff800d993000
CommandLine: 
Video: baseAddr=0x90000000, display=1, rowBytes=7680, width=1920, height=1080, depth=32
DevTree: addr=0xd997000, length=0x1460
Kernel image: kaddr=0xad00000, ksize=0x2d6c000
EFI Runtime: Mode=64, PageStart=0xd999 (0xd999000), PageCount=0xd0, SystemTable=0xd9eee10
MemoryMap: Size=0x2c70, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_data    00000000769e7000 - 00000000769e9fff 0000000000000003 0000000000000000 000000000000000f
BS_code    00000000769ea000 - 00000000769ebfff 0000000000000002 0000000000000000 000000000000000f
BS_data    00000000769ec000 - 00000000769edfff 0000000000000002 0000000000000000 000000000000000f
BS_code    00000000769ee000 - 00000000769f3fff 0000000000000006 0000000000000000 000000000000000f
BS_data    00000000769f4000 - 00000000769f4fff 0000000000000001 0000000000000000 000000000000000f
BS_code    00000000769f5000 - 00000000769f7fff 0000000000000003 0000000000000000 000000000000000f
BS_data    00000000769f8000 - 00000000769fafff 0000000000000003 0000000000000000 000000000000000f
BS_code    00000000769fb000 - 00000000769fffff 0000000000000005 0000000000000000 000000000000000f
BS_data    0000000076a00000 - 0000000076a00fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a01000 - 0000000076a03fff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000076a04000 - 0000000076a04fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a05000 - 0000000076a0efff 000000000000000a 0000000000000000 000000000000000f
BS_data    0000000076a0f000 - 0000000076a10fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a11000 - 0000000076a2efff 000000000000001e 0000000000000000 000000000000000f
BS_data    0000000076a2f000 - 0000000076a2ffff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a30000 - 0000000076a34fff 0000000000000005 0000000000000000 000000000000000f
BS_data    0000000076a35000 - 0000000076a3bfff 0000000000000007 0000000000000000 000000000000000f
BS_code    0000000076a3c000 - 0000000076a3efff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000076a3f000 - 0000000076a40fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a41000 - 0000000076a51fff 0000000000000011 0000000000000000 000000000000000f
BS_data    0000000076a52000 - 0000000076a53fff 0000000000000002 0000000000000000 000000000000000f
