Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
   48    0 0xffffff7f81fd4000 0x4000     0x4000     com.apple.driver.AppleACPIButtons (6.1) 096CC7BE-572B-38CD-9084-76812BA467FA <43 18 15 12 8 7 6 5 3 1>
   49    1 0xffffff7f81660000 0x5000     0x5000     com.apple.driver.AppleEFIRuntime (2.1) D1BA50E1-867E-3217-BFF3-8AE2B6CC61FE <8 7 6 5 3>
   50    1 0xffffff7f81665000 0xb000     0xb000     com.apple.driver.AppleEFINVRAM (2.1) B73CD2FB-BD72-3C92-BF4A-D8960F59F64B <49 8 7 6 5 3 1>
   51    0 0xffffff7f836d5000 0x3000     0x3000     com.apple.private.KextAudit (1.0) F220E5F2-3726-3B35-B7BF-4437032FA778 <14 8 7 6 5 3>
   52    2 0xffffff7f81083000 0x9a000    0x9a000    com.apple.iokit.IOUSBFamily (900.4.2) 16A6C721-6AD8-3028-87D8-AFA68E089D61 <23 22 13 8 6 5 3 1>
   53    0 0xffffff7f818fe000 0x5000     0x5000     com.apple.driver.usb.AppleUSBHostPacketFilter (1.0) 0DDE5396-A7B6-3FE9-95A8-97EBBA73C85C <23 22 8 7 6 5 3 1>
   54    1 0xffffff7f817d8000 0x56000    0x56000    com.apple.driver.usb.AppleUSBXHCI (1.2) 81040EDA-2643-316C-A6A2-CF769DE7F19E <23 22 12 8 7 6 5 3 1>
   55    0 0xffffff7f81903000 0x2f000    0x2f000    com.apple.driver.usb.AppleUSBXHCIPCI (1.2) 917E7A70-81F2-323A-B1AC-A6D15BA30EC7 <54 23 22 13 12 8 7 6 5 3 1>
   56    0 0xffffff7f82e1d000 0x3f000    0x3f000    com.apple.iokit.IONVMeFamily (2.1.0) 991B73D6-1E64-36C6-AC16-E6D852CC3400 <50 31 27 18 13 8 7 6 5 3 1>
   57    6 0xffffff7f818a8000 0x10000    0x10000    com.apple.iokit.IOBufferCopyEngineFamily (1) 9E22F691-1BBE-36A0-86AC-026909F36A07 <6 5 3 1>
   58    0 0xffffff7f82d07000 0x9000     0x9000     com.apple.iokit.IOBufferCopyController (1.1.0) 6F692F47-9AB7-30CF-8F84-21DD4F88C0E0 <57 13 8 7 6 5 3 1>
   59    1 0xffffff7f818ba000 0x15000    0x15000    com.apple.driver.usb.AppleUSBVHCICommon (1.0) 5E2B88E1-9F10-328E-85F5-99B843BE55C5 <57 23 22 8 6 5 3 1>
   60    0 0xffffff7f818cf000 0x2a000    0x2a000    com.apple.driver.AppleUSBVHCI (1.2) 583506D9-DC0C-35A8-8520-8D2E6106F913 <59 57 23 22 12 8 7 6 5 3 1>
   61    0 0xffffff7f81ef8000 0xd000     0xd000     com.apple.driver.AppleEffaceableNOR (1.0) 1D4DBCFD-4E9B-3CB4-89B4-41C781757229 <57 34 32 8 6 5 3 1>
   62    8 0xffffff7f81c4d000 0xec000    0xec000    com.apple.iokit.IOThunderboltFamily (6.8.4) 19B470A8-AC39-3F14-96CB-4130B7D03B82 <6 5 3 1>
   63    0 0xffffff7f8371d000 0x20000    0x20000    com.apple.driver.AppleThunderboltNHI (4.7.6) AF8FBA91-E56C-3A42-B86E-BAA3A91D8B96 <62 13 12 7 6 5 3 1>
   64    0 0xffffff7f82ba3000 0xa000     0xa000     com.apple.driver.AppleXsanScheme (3) CFD7E090-99DA-33B8-BDA3-24520639BC47 <27 6 5 3 1>
   65    1 0xffffff7f81a53000 0x101000   0x101000   com.apple.filesystems.apfs (945.250.134) ED6CC0AB-28A7-3677-AC9F-762D613F91DA <34 27 10 8 7 6 5 3 1>
   66    0 0xffffff7f8163a000 0x8000     0x8000     com.apple.AppleSystemPolicy (1.0) 1DB72FDD-319C-36BB-B044-DE02236E70CF <39 38 31 8 7 6 5 3 2 1>
   67    1 0xffffff7f8167d000 0x8000     0x8000     com.apple.filesystems.hfs.encodings.kext (1) B410CB9F-B349-327F-988A-8077307ECECE <8 7 6 5 3 1>
   68    0 0xffffff7f81710000 0xd000     0xd000     com.apple.AppleFSCompression.AppleFSCompressionTypeZlib (1.0.0) C5D887B8-8DA1-38A4-9A88-7B093E7814C3 <7 5 3 2 1>
   69    0 0xffffff7f81c10000 0x10000    0x10000    com.apple.BootCache (40) 98E7B3EE-AC19-3704-BB9C-1CE7CE3CC3D4 <8 7 6 5 3 1>
   70    0 0xffffff7f82730000 0x3000     0x3000     com.apple.AppleFSCompression.AppleFSCompressionTypeDataless (1.0.0d1) BC144BDB-DF3B-360A-88E8-D39FC8A13F64 <8 7 5 3 2 1>
   71    0 0xffffff7f82ffc000 0x68000    0x68000    com.apple.filesystems.hfs.kext (407.200.4) BEA4BE70-D0E1-3FC3-A45E-59BB1EB1B3AB <67 8 7 6 5 3 1>
   72    7 0xffffff7f81ffc000 0xe000     0xe000     com.apple.iokit.IOSerialFamily (11) 636B062B-BA86-316B-A76B-822D9D5A935F <8 7 6 5 3 1>
   73    0 0xffffff7f8323f000 0x13000    0x13000    com.apple.driver.AppleVirtIO (2.1.3) 30ADE036-CD3B-32EB-994D-40DC11F4F7D6 <72 27 13 6 5 3 1>
   74    0 0xffffff7f8127f000 0x2000     0x2000     com.apple.driver.AppleFileSystemDriver (3.0.1) 255C0D63-D0AF-3006-9145-2CABC9F8D560 <27 5 3>
   75    1 0xffffff7f8174c000 0xa000     0xa000     com.apple.driver.AppleIntelLpssI2C (3.0.60) 91403BA1-563C-3A3D-AF24-8F3541C8963B <13 12 8 6 5 3>
   76    1 0xffffff7f81756000 0x8000     0x8000     com.apple.driver.AppleIntelLpssDmac (3.0.60) 32A88624-68C9-3030-9281-B8D371D1257F <13 12 6 5 3>
   77    1 0xffffff7f8175e000 0x19000    0x19000    com.apple.driver.AppleIntelLpssI2CController (3.0.60) 47D4591C-1F27-3E0D-A8B6-9128366C3EC7 <76 75 12 8 6 5 3>
   78    0 0xffffff7f8353f000 0xf000     0xf000     com.apple.driver.AppleHPM (3.3.4) 8224720A-7293-3239-A6F7-DC254EBD3156 <77 62 12 6 5 3 1>
   79    3 0xffffff7f81d58000 0xf000     0xf000     com.apple.driver.AppleThunderboltDPAdapterFamily (5.6.2) 0ED72C9B-6BD5-3434-B985-89927C5FD9C4 <62 12 6 5 3 1>
   80    0 0xffffff7f81d67000 0x6000     0x6000     com.apple.driver.AppleThunderboltDPInAdapter (5.6.2) 8E0A07EC-0F8B-3641-9559-1850E57FABAE <79 62 6 5 3 1>
   81    0 0xffffff7f82c3c000 0x5000     0x5000     com.apple.driver.AppleThunderboltPCIDownAdapter (2.1.4) B25EA492-A805-3D7A-AFBD-E07E1D9C986F <62 13 6 5 3 1>
   82   10 0xffffff7f8215c000 0x2a000    0x2a000    com.apple.driver.corecapture (1.0.4) E1C7647A-3863-30FD-8B37-384AD16E9567 <8 7 6 5 3 1>
   83    2 0xffffff7f82279000 0x100000   0x100000   com.apple.iokit.IO80211FamilyV2 (1200.12.2) 2045B168-FBD2-397F-ADA2-6374B6A5EFF1 <82 31 16 10 8 7 6 5 3 1>
   84    8 0xffffff7f8218f000 0x1b000    0x1b000    com.apple.driver.IOImageLoader (1.0.0) 48F8A54E-F153-3BF3-AFC0-8A800680BDD1 <82 10 8 7 6 5 3 1>
   85    2 0xffffff7f821c6000 0x8000     0x8000     com.apple.driver.mDNSOffloadUserClient (1.0.1b8) 9CDD189F-738F-343A-9C50-3176B067EF57 <16 5 3 1>
   86    1 0xffffff7f82384000 0x1ff000   0x1ff000   com.apple.driver.AppleBCMWLANCore (1.0.0) 6C847DD3-41EE-3518-AB37-456274EA928A <85 84 83 82 72 31 17 16 10 8 7 6 5 3 1>
   87    0 0xffffff7f82bad000 0x42000    0x42000    com.apple.driver.AppleBCMWLANBusInterfacePCIe (1) F3475999-FDCE-3DEE-B81A-566FE3F5BFFE <86 84 83 82 16 13 8 7 6 5 3 1>
   88    3 0xffffff7f81387000 0x7000     0x7000     com.apple.iokit.IOEthernetAVBController (1.1.0) E3A9C0F0-6F05-3986-9FD0-0C6A40C4D0E3 <16 6 5 3 1>
   89    0 0xffffff7f821ce000 0x44000    0x44000    com.apple.iokit.AppleBCM5701Ethernet (10.3.3) BF3A9639-8A10-3A5F-AAA1-2F33FD0F302B <88 85 16 13 12 7 6 5 3 1>
   90    2 0xffffff7f818a0000 0x4000     0x4000     com.apple.driver.AppleUSBHostMergeProperties (1.2) A63C56C9-489D-3FE8-8DE4-5AAACA2810D9 <5 3 1>
   91    3 0xffffff7f81647000 0x8000     0x8000     com.apple.driver.usb.AppleUSBHostCompositeDevice (1.2) 33E09128-26B2-3024-8CF4-BF4213D78EF0 <23 22 7 6 5 3 1>
   92    3 0xffffff7f8173c000 0x8000     0x8000     com.apple.driver.usb.networking (5.0.0) 9270A60F-800B-328A-A8ED-D996DA076293 <23 7 6 5 3 1>
   93    2 0xffffff7f81744000 0x8000     0x8000     com.apple.driver.usb.cdc (5.0.0) 811E7881-52D0-3361-9E1A-D3B4CA9ABB3C <92 91 23 6 5 3 1>
   94    1 0xffffff7f80eb1000 0xd0000    0xd0000    com.apple.vecLib.kext (1.2.0) 5A0D2263-0466-30AC-8759-6FD13334DA91 <9 7 6 5 3>
   95    4 0xffffff7f80f81000 0x3f000    0x3f000    com.apple.iokit.IOAudioFamily (206.5) 41854D09-3C79-3A7E-8473-AB62BA8305E7 <94 6 5 3 1>
