Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
   89    7 0xffffff7f80f66000 0xe000     0xe000     com.apple.iokit.IOSerialFamily (11) 69C807EC-80A5-31E1-A9B7-910294286361 <8 7 6 5 3 1>
   90    5 0xffffff7f81bc1000 0x1c000    0x1c000    com.apple.driver.IOImageLoader (1.0.0) C15AC31D-0169-3CF4-A0BC-64CEFCAC6D47 <87 10 8 7 6 5 3 1>
   91    2 0xffffff7f81c26000 0x7000     0x7000     com.apple.driver.mDNSOffloadUserClient (1.0.1b8) B4FB627F-39E6-3C9E-9F5B-4E39F4655A47 <28 5 3 1>
   92    1 0xffffff7f82622000 0x1d0000   0x1d0000   com.apple.driver.AppleBCMWLANCore (1.0.0) 8D88D70C-92FB-3589-AC20-971E9A0F853A <91 90 89 88 87 86 32 29 28 10 8 7 6 5 3 1>
   93    0 0xffffff7f82807000 0x52000    0x52000    com.apple.driver.AppleBCMWLANBusInterfacePCIe (1) 7F0DDD28-D4BA-3A3D-B302-4992EB49DF1E <92 90 88 87 86 28 13 8 7 6 5 3 1>
   94    1 0xffffff7f836a0000 0x2f000    0x2f000    com.apple.driver.AppleEthernetAquantiaAqtion (1.0.64) 41BB4668-8DA0-32D8-ADE6-3C10F3F03F76 <91 29 28 13 12 7 6 5 3 1>
   95    1 0xffffff7f80f87000 0xac000    0xac000    com.apple.vecLib.kext (1.2.0) 1A566026-87B4-3E2C-8203-50064E6A89BD <9 7 6 5 3>
   96    5 0xffffff7f81033000 0x3f000    0x3f000    com.apple.iokit.IOAudioFamily (300.2) D32B0EA7-182F-36D6-B66B-C9B2B51A6B74 <95 6 5 3 1>
   97    0 0xffffff7f810e1000 0x1b000    0x1b000    com.apple.driver.AppleVirtIO (1.0) 4EF1C7AF-607D-331E-B0CA-3006E0ABF324 <96 89 28 22 13 6 5 3 1>
   98    1 0xffffff7f81b71000 0x5000     0x5000     com.apple.filesystems.hfs.encodings.kext (1) ADC2D814-3FCD-307F-8999-F8153470A160 <8 7 6 5 3 1>
   99    2 0xffffff7f8287f000 0x2e000    0x2e000    com.apple.iokit.IOSurface (269.6) 640503DC-6033-3EF6-85F4-F48282EF48DD <8 7 6 5 3 1>
  100    0 0xffffff7f82b74000 0xc000     0xc000     com.apple.AppleFSCompression.AppleFSCompressionTypeZlib (1.0.0) 87B48606-2D26-3060-AB56-A56791138013 <7 5 3 2 1>
  101    0 0xffffff7f82c31000 0x3000     0x3000     com.apple.AppleFSCompression.AppleFSCompressionTypeDataless (1.0.0d1) 10CAB561-87CB-345E-BBAA-DC4AE5176AE4 <8 7 5 3 2 1>
  102    0 0xffffff7f83d95000 0xe000     0xe000     com.apple.BootCache (40) B29D4198-A697-3B44-9E1B-7D9AF10A2196 <8 7 6 5 3 1>
  103    0 0xffffff7f83e28000 0x63000    0x63000    com.apple.filesystems.hfs.kext (522.0.9) 763EFD24-D175-3CC5-81AE-43D0AC1D93C6 <98 8 7 6 5 3 1>
  104    0 0xffffff7f8195d000 0x2000     0x2000     com.apple.driver.AppleFileSystemDriver (3.0.1) 5C671FD8-5EC3-3E27-AEE5-3EFC9BEAF81B <22 5 3>
  105    0 0xffffff7f81be0000 0x7000     0x7000     com.apple.driver.BCMWLANFirmware4377.Hashstore (1) 0343F887-E440-31B3-9ED6-85879823443C <90 87 6 5 3 1>
  106    0 0xffffff7f83cec000 0xb000     0xb000     com.apple.driver.BCMWLANFirmware4364.Hashstore (1) 0BF743CF-D6A8-3D5F-9A21-CFB8986131F0 <90 87 6 5 3 1>
  107    0 0xffffff7f83db1000 0x3000     0x3000     com.apple.driver.BCMWLANFirmware4355.Hashstore (1) D51ECE3D-CB1E-3D11-A28C-4E8E5DD2C12A <90 87 6 5 3 1>
  108    4 0xffffff7f80ee9000 0x8000     0x8000     com.apple.driver.usb.AppleUSBHostCompositeDevice (1.2) 93A7F85F-FD3E-32DF-AAD1-1CD4D2466E8A <21 20 7 6 5 3 1>
  109    4 0xffffff7f81b25000 0x8000     0x8000     com.apple.driver.usb.networking (5.0.0) B8E5D651-9655-360F-8C18-2EF0AD601B51 <21 7 6 5 3 1>
  110    3 0xffffff7f82a89000 0x8000     0x8000     com.apple.driver.usb.cdc (5.0.0) E64500EB-5CF3-32D7-A7C7-57E7EC4F85F6 <109 108 21 6 5 3 1>
  111    0 0xffffff7f836d1000 0x12d000   0x12d000   com.apple.AppleEthernetAquantiaAqtionFirmware (1.0.36) D76874B5-C9DE-3BDB-AAE3-1CCED52B44D3 <94 28 13 7 6 5 3 1>
  112    0 0xffffff7f82a91000 0x11000    0x11000    com.apple.driver.usb.cdc.ncm (5.0.0) 6582D399-BEB8-389B-9A2E-6EE20CFAF648 <110 109 108 28 21 17 7 6 5 3 1>
  113    0 0xffffff7f82ae9000 0xc000     0xc000     com.apple.driver.usb.cdc.ecm (5.0.0) 01A9B8C2-3691-3ABD-8483-E39C0BB0BDC0 <110 109 28 21 19 6 5 3 1>
  114    0 0xffffff7f80ef1000 0xc000     0xc000     com.apple.driver.usb.IOUSBHostHIDDevice (1.2) 8E2630B8-1616-3BDF-A3FA-E63EE8DF674D <51 21 20 6 5 3 1>
  115    1 0xffffff7f83ec0000 0x5000     0x5000     com.apple.kext.triggers (1.0) 00ABDE6C-FA4A-3C46-8179-C3104C7CF7D7 <8 7 6 5 3 1>
  116    0 0xffffff7f83ec5000 0x9000     0x9000     com.apple.filesystems.autofs (3.0) 9A86F30F-FF5C-3481-AF35-8A64CCBF1903 <115 8 7 6 5 3 2 1>
  117    0 0xffffff7f83ece000 0x18000    0x18000    com.apple.fileutil (20.036.15) 327E28CA-23D5-30D0-9741-65D7359322AF <6 5 3 2 1>
  118    2 0xffffff7f8197c000 0x7000     0x7000     com.apple.iokit.IOEthernetAVBController (1.1.0) D6C02E9D-EE06-332F-8D65-949311CB5645 <28 6 5 3 1>
  119    1 0xffffff7f83ee6000 0xb1000    0xb1000    com.apple.plugin.IOgPTPPlugin (800.14) DCC13D3E-A5ED-38E8-9018-C3BA952FB040 <118 86 51 29 28 9 7 6 5 3 1>
